,Crime,Thriller,Fantasy,Horror,Sci-Fi,Comedy,Documentary,Adventure,Film-Noir,Animation,Romance,Drama,Western,Musical,Action,Mystery,War,Children's,total
1476,3,11,2,1,5,18,0,5,4,23,20,24,0,15,12,2,5,24,174
1477,1,11,0,4,6,9,0,2,3,0,1,9,0,0,1,10,1,0,58
1478,2,2,1,0,3,12,1,1,0,1,7,18,0,2,4,1,3,3,61
1479,1,4,0,0,0,9,0,0,0,0,19,19,0,3,2,1,4,0,62
1480,3,11,1,1,5,15,0,2,0,0,3,22,1,1,7,1,3,1,77
1481,5,10,3,1,11,31,2,13,3,38,16,36,4,17,13,1,8,31,243
1482,4,16,1,4,7,18,0,6,2,5,6,23,1,0,12,6,2,5,118
1483,32,56,24,30,77,53,0,70,11,15,28,70,3,6,121,10,20,16,642
1484,32,53,4,8,40,108,10,21,5,13,38,152,5,7,57,11,24,11,599
1485,3,6,0,2,3,15,0,4,1,0,2,10,0,0,4,1,0,1,52
1486,0,14,0,4,11,13,0,6,0,4,5,14,0,1,15,3,1,3,94
1487,1,12,0,3,3,12,0,4,0,0,6,14,0,13,6,1,2,1,78
1488,4,5,2,1,7,2,0,4,0,0,2,11,0,0,14,0,5,0,57
1489,37,84,12,26,58,197,6,54,10,28,87,174,7,41,88,22,17,44,992
1490,19,51,2,7,35,26,0,38,0,0,14,44,33,1,149,4,22,0,445
1491,18,34,3,8,18,110,5,15,1,11,47,121,4,14,39,8,17,14,487
1492,8,25,4,1,32,45,2,13,1,8,10,28,0,2,44,2,8,8,241
1493,2,1,0,0,1,17,0,1,0,3,5,5,0,0,2,0,2,5,44
1494,6,8,19,18,15,37,3,19,1,10,8,24,1,20,18,2,6,21,236
1495,5,22,18,1,50,60,1,42,3,67,9,30,1,25,33,4,6,99,476
1496,30,95,28,178,144,263,0,102,3,29,42,55,8,17,179,12,17,44,1246
1497,23,52,4,28,50,39,0,46,1,0,18,39,5,4,148,3,16,1,477
1498,12,28,1,5,20,22,2,17,4,5,14,52,3,0,39,3,17,0,244
1499,8,55,6,3,41,36,0,29,1,2,11,23,2,1,74,5,8,11,316
1500,7,15,4,3,10,78,0,6,1,5,15,37,0,3,12,3,0,4,203
1501,10,42,36,10,74,304,0,118,1,56,85,99,16,40,120,5,27,127,1170
1502,16,70,14,19,49,108,0,46,0,11,26,67,4,6,102,10,15,30,593
1503,22,57,12,25,47,73,1,35,7,6,38,104,12,5,78,13,31,9,575
1504,6,13,1,3,14,15,0,12,0,0,4,7,0,0,31,0,3,0,109
1505,14,27,9,10,30,147,11,21,6,3,56,154,10,10,28,15,28,5,584
1506,3,7,5,2,21,35,1,24,3,13,16,39,3,16,30,1,15,16,250
1507,4,10,0,8,14,62,0,10,2,24,14,23,2,20,14,2,7,21,237
1508,4,8,1,1,5,3,0,4,0,0,4,12,0,0,16,0,2,2,62
1509,21,122,10,36,93,96,0,47,3,21,20,49,2,10,101,18,17,27,693
1510,1,7,0,9,8,13,0,5,0,0,7,11,1,1,8,2,5,1,79
1511,5,18,3,3,11,17,1,20,5,4,12,37,1,11,29,14,23,5,219
1512,1,7,2,6,7,19,1,6,0,0,0,10,0,1,10,0,2,1,73
1513,5,41,2,14,19,23,0,23,11,2,29,56,8,7,29,24,33,6,332
1514,10,24,5,7,32,53,3,14,4,2,10,47,2,2,32,3,10,2,262
1515,0,1,1,1,5,10,0,7,0,1,1,11,0,4,8,0,4,3,57
1516,25,54,4,13,34,171,1,26,1,11,47,65,5,7,86,7,13,8,578
1517,8,11,0,0,3,18,8,1,0,2,3,33,1,2,6,2,2,2,102
1518,0,6,3,2,20,3,0,6,1,0,5,5,0,0,12,0,4,1,68
1519,7,19,1,11,16,33,2,9,4,0,6,31,0,4,14,3,5,2,167
1520,2,6,0,3,6,5,0,6,0,0,3,11,1,0,12,1,3,0,59
1521,16,32,1,2,4,13,0,1,2,0,6,39,0,0,11,23,2,0,152
1522,5,19,9,6,72,8,0,25,2,2,3,15,1,0,36,1,6,4,214
1523,9,13,3,4,14,48,0,11,0,0,7,29,4,4,46,0,13,2,207
1524,18,50,14,34,33,78,3,44,4,27,50,67,3,19,61,10,15,41,571
1525,10,7,1,2,3,52,14,2,8,12,17,26,0,32,2,4,4,11,207
1526,0,0,1,0,1,14,0,2,0,0,17,21,1,3,1,0,5,1,67
1527,9,18,1,4,12,25,4,7,5,0,9,52,2,0,23,5,9,0,185
1528,1,14,2,16,10,25,0,10,1,3,9,21,1,1,17,1,4,3,139
1529,1,8,3,1,7,7,0,26,0,0,3,4,2,0,20,2,1,4,89
1530,32,62,15,27,73,173,7,56,9,11,52,135,10,12,94,15,16,18,817
1531,1,9,0,9,10,12,0,5,0,2,2,8,0,3,6,0,1,4,72
1532,9,13,2,5,6,72,1,6,0,6,14,64,0,3,8,3,8,10,230
1533,2,20,1,8,12,23,0,5,2,4,7,26,1,2,14,2,3,2,134
1534,1,3,0,0,0,4,0,0,0,0,0,19,1,0,2,1,2,0,33
1535,2,2,2,1,2,24,0,1,0,0,2,11,1,0,0,0,3,3,54
1536,2,3,8,7,5,16,0,5,0,0,4,11,2,0,9,0,4,4,80
1537,0,14,0,2,4,10,2,6,0,0,2,15,0,0,15,0,2,0,72
1538,5,5,4,4,19,54,0,17,0,8,12,21,2,5,19,2,5,10,192
1539,4,8,0,3,1,2,0,2,8,0,4,10,0,0,2,5,2,0,51
1540,10,26,14,3,19,34,2,18,17,9,17,39,0,18,22,9,12,11,280
1541,4,6,0,4,4,4,0,3,1,0,2,15,2,1,7,2,5,0,60
1542,31,73,19,7,64,63,1,55,1,22,42,102,8,10,132,8,20,28,686
1543,14,75,4,12,29,64,0,28,4,13,19,42,2,9,75,13,4,15,422
1544,7,35,2,9,56,58,1,26,3,11,12,52,1,5,44,4,6,9,341
1545,14,28,6,12,64,35,5,39,4,7,23,81,18,8,75,11,49,12,491
1546,35,80,11,5,20,159,2,31,2,13,46,139,8,11,82,18,18,20,700
1547,5,21,3,6,17,43,0,14,3,1,24,66,2,4,23,6,21,4,263
1548,3,7,0,4,5,14,0,7,2,2,4,21,1,0,6,2,4,0,82
1549,1,3,0,2,6,12,0,5,0,0,3,9,0,1,5,0,3,1,51
1550,3,7,0,0,1,5,2,0,1,0,3,19,0,0,3,2,5,0,51
1551,19,43,4,5,9,49,11,5,10,0,27,78,1,1,21,17,14,3,317
1552,26,39,6,5,26,101,8,26,4,12,34,116,6,12,55,12,22,15,525
1553,0,2,3,0,3,26,0,3,0,6,18,14,1,7,3,0,3,16,105
1554,4,24,0,2,4,4,0,1,4,1,8,15,0,1,9,3,3,1,84
1555,4,15,0,2,9,27,1,4,3,5,11,37,0,1,8,3,8,5,143
1556,22,48,18,7,42,165,0,42,7,26,48,95,11,28,79,9,24,69,740
1557,2,3,22,13,10,22,0,19,0,6,5,9,0,4,10,1,1,13,140
1558,0,6,1,2,16,1,0,8,0,1,3,6,0,0,20,0,4,0,68
1559,5,10,1,4,19,11,0,8,4,4,5,15,0,10,10,7,3,11,127
1560,7,30,7,12,36,63,0,41,1,5,33,30,5,7,85,2,11,10,385
1561,5,12,0,1,9,65,0,7,2,13,41,92,2,20,9,7,9,15,309
1562,1,11,0,35,3,4,0,0,0,0,2,6,0,0,2,3,0,0,67
1563,3,14,1,8,12,36,0,8,3,7,10,27,0,6,11,4,3,8,161
1564,24,48,5,3,22,32,0,26,1,0,15,20,3,1,108,2,7,3,320
1565,3,2,1,1,1,44,0,0,0,1,13,12,0,1,0,1,1,2,83
1566,3,2,0,0,2,5,0,2,0,0,1,15,0,1,12,0,7,1,51
1567,9,24,4,3,41,10,0,16,16,2,6,49,1,0,26,7,10,1,225
1568,0,5,0,1,3,14,1,1,0,5,6,6,0,1,2,0,0,7,52
1569,7,3,0,0,1,12,0,2,0,0,12,86,1,2,5,1,15,1,148
1570,15,31,0,2,4,5,0,3,19,0,7,29,1,1,9,34,6,1,167
1571,24,35,4,1,10,68,1,13,1,1,27,85,1,1,36,5,9,5,327
1572,3,16,0,7,3,14,0,3,0,0,2,16,0,0,6,2,2,1,75
1573,1,1,0,1,2,26,0,0,0,2,1,2,0,1,2,0,1,3,43
1574,4,3,4,4,4,27,0,6,1,22,8,8,0,12,5,0,2,22,132
1575,10,7,7,3,12,7,0,10,0,1,6,20,2,1,41,0,9,2,138
1576,1,8,0,0,0,23,0,2,0,1,44,19,0,3,6,3,2,1,113
1577,4,23,2,11,23,42,2,12,3,6,25,52,1,2,21,4,6,8,247
1578,2,11,2,3,8,5,0,6,0,0,2,9,1,0,27,0,7,0,83
1579,66,135,19,42,87,259,14,77,10,29,85,305,11,30,193,25,46,48,1481
1580,5,13,0,9,6,6,0,2,3,0,11,11,0,3,7,9,2,0,87
1581,3,6,0,2,2,27,0,0,1,4,10,14,0,1,5,2,1,6,84
1582,2,4,0,3,0,9,0,2,0,0,4,6,0,0,8,1,1,0,40
1583,0,10,6,7,9,14,0,6,1,1,3,19,1,1,9,1,1,1,90
1584,48,99,11,24,63,198,16,58,6,24,46,127,4,41,151,15,19,23,973
1585,20,20,2,2,8,51,0,18,3,2,30,50,0,2,36,5,12,2,263
1586,35,57,35,23,62,152,0,89,13,41,44,95,21,58,104,11,42,63,945
1587,33,62,13,37,49,276,0,36,3,18,133,244,8,32,49,10,21,36,1060
1588,1,4,1,1,1,38,0,3,0,4,5,13,3,2,4,0,1,6,87
1589,2,28,3,15,60,23,1,22,2,2,5,26,1,3,35,2,8,2,240
1590,0,3,0,0,4,9,0,5,0,1,5,26,0,1,6,0,4,1,65
1591,20,46,12,13,53,129,1,39,4,5,32,150,4,16,77,18,21,10,650
1592,21,38,23,8,57,147,6,55,8,16,44,100,3,30,57,23,30,33,699
1593,18,44,2,64,24,53,1,14,1,6,18,73,3,4,32,8,7,6,378
1594,8,16,2,2,6,111,1,6,11,17,22,31,2,20,15,6,2,17,295
1595,5,15,3,16,24,42,2,16,4,4,15,61,1,5,23,3,12,4,255
1596,0,5,1,4,3,8,0,3,1,2,2,5,0,1,5,1,3,2,46
1597,16,39,5,17,41,74,8,27,3,21,19,88,3,10,51,6,8,18,454
1598,6,45,11,36,144,32,0,49,3,5,5,24,3,4,79,4,10,13,473
1599,22,84,31,50,97,215,6,85,2,35,54,160,7,36,117,10,32,84,1127
1600,26,58,15,13,62,161,2,69,5,5,55,105,8,29,133,13,21,15,795
1601,35,72,1,9,45,51,0,48,2,4,24,53,3,0,129,3,14,5,498
1602,9,18,3,7,15,41,0,12,2,4,19,59,1,1,26,2,9,3,231
1603,11,25,1,0,6,23,0,4,2,1,11,28,0,2,11,17,1,2,145
1604,3,5,0,0,4,2,0,2,0,0,1,20,0,0,4,2,4,0,47
1605,37,116,39,52,61,390,6,96,2,55,192,410,13,46,115,22,37,124,1813
1606,20,100,5,11,57,41,1,51,6,8,19,45,3,3,86,15,7,15,493
1607,22,34,3,16,16,67,3,15,7,6,32,161,3,6,26,14,17,7,455
1608,4,27,1,15,15,50,0,7,2,9,15,53,1,3,21,4,3,11,241
1609,23,57,6,19,16,187,0,25,4,21,90,127,9,29,65,19,25,33,755
1610,7,22,0,3,6,5,0,1,2,0,0,7,0,0,8,2,0,0,63
1611,50,149,26,99,74,128,10,74,5,53,49,141,4,51,150,21,26,67,1177
1612,0,1,0,0,5,6,0,4,0,0,1,6,12,0,9,0,2,0,46
1613,67,155,29,38,102,303,0,108,10,49,93,234,24,33,227,35,38,83,1628
1614,5,20,5,3,18,16,0,42,0,2,3,10,0,1,34,2,1,5,167
1615,4,5,0,1,0,6,0,1,0,0,2,10,0,1,2,1,0,0,33
1616,22,56,19,10,36,132,0,45,0,11,42,58,3,5,133,5,29,15,621
1617,17,60,10,23,99,50,1,45,4,13,14,66,3,6,89,5,13,15,533
1618,7,6,1,1,5,45,0,4,0,6,9,52,1,2,7,2,10,5,163
1619,1,3,0,0,3,4,0,1,0,0,4,30,2,0,3,2,5,0,58
1620,28,9,0,0,3,7,0,3,3,0,6,17,0,0,9,2,1,0,88
1621,2,10,0,2,3,4,1,3,0,1,2,8,0,0,8,0,0,1,45
1622,0,2,0,0,5,6,1,2,0,0,5,15,1,1,8,1,19,0,66
1623,3,16,5,9,45,24,0,13,2,1,6,16,2,1,23,2,6,4,178
1624,32,92,14,32,134,84,0,89,3,6,26,61,9,5,224,9,19,17,856
1625,1,4,0,0,1,17,0,3,4,1,7,26,0,3,1,1,1,1,71
1626,15,48,2,95,24,66,1,8,0,3,31,158,0,4,28,12,11,3,509
1627,4,15,1,2,9,17,0,3,0,0,3,15,0,0,16,3,2,0,90
1628,44,87,7,25,63,146,13,49,7,20,55,199,4,8,132,18,26,20,923
1629,11,30,0,3,17,11,0,18,0,2,8,11,0,0,57,1,7,1,177
1630,9,55,4,20,75,15,1,17,4,0,8,19,2,0,48,35,3,5,320
1631,11,12,6,6,8,217,0,10,1,10,59,65,6,14,18,5,8,36,492
1632,46,86,21,24,110,217,14,85,11,45,95,398,13,40,169,23,61,48,1506
1633,1,10,0,5,5,10,0,5,0,1,4,13,1,3,7,1,2,2,70
1634,1,11,2,0,23,51,0,18,0,4,32,38,1,0,22,2,7,15,227
1635,56,144,37,73,135,288,7,128,12,66,77,185,23,40,251,28,42,98,1690
1636,10,43,1,12,17,52,0,8,1,6,23,82,2,3,36,5,8,7,316
1637,2,24,8,17,53,17,1,20,1,2,2,10,2,3,31,1,4,7,205
1638,4,9,0,1,3,16,1,4,6,3,2,20,0,1,2,3,1,1,77
1639,47,137,7,80,63,173,2,48,8,10,74,211,9,12,138,28,25,15,1087
1640,10,76,1,12,31,36,0,27,0,0,19,39,1,0,105,7,7,1,372
1641,17,74,12,83,81,50,0,28,2,5,16,43,2,2,69,10,7,10,511
1642,5,7,2,4,12,18,0,7,1,0,6,32,6,4,20,3,8,3,138
1643,22,140,1,53,38,25,0,22,16,2,20,67,4,0,71,20,8,1,510
1644,2,15,0,5,9,10,0,6,0,2,4,16,2,1,15,3,4,0,94
1645,19,40,39,26,44,371,0,62,3,27,69,89,12,23,73,9,16,77,999
1646,3,9,0,2,8,12,0,1,0,0,10,42,1,1,17,0,28,0,134
1647,53,121,47,98,140,354,3,140,4,52,104,212,22,37,267,21,45,110,1830
1648,17,37,3,3,16,70,1,19,5,3,26,53,5,6,25,25,12,13,339
1649,6,8,19,1,24,10,0,15,2,0,6,25,1,0,13,2,7,10,149
1650,30,37,7,27,39,72,6,21,10,18,20,69,8,8,47,12,17,21,469
1651,0,5,1,0,8,4,0,5,0,0,6,18,3,0,15,0,23,0,88
1652,2,3,0,2,4,13,0,3,0,0,4,11,1,3,7,0,4,1,58
1653,0,3,0,2,0,14,1,2,0,3,1,11,0,1,2,1,0,3,44
1654,4,5,0,0,2,8,5,2,1,1,5,33,1,1,6,1,4,0,79
1655,12,39,12,7,23,86,1,35,1,19,19,39,0,12,50,5,10,25,395
1656,2,7,0,0,6,1,0,4,1,4,1,9,0,2,14,0,2,2,55
1657,1,1,2,0,2,19,0,3,0,17,4,14,0,12,0,0,1,33,109
1658,37,61,15,15,77,161,7,49,6,16,47,152,8,8,86,14,21,20,800
1659,3,9,2,7,9,26,0,6,0,2,8,16,0,5,13,1,3,4,114
1660,7,5,1,0,2,17,4,3,1,0,10,44,0,0,5,1,4,1,105
1661,2,6,0,0,2,5,2,2,0,0,5,25,2,1,5,0,5,0,62
1662,2,8,0,0,3,8,0,2,1,0,6,8,1,1,6,0,1,1,48
1663,4,5,0,0,6,6,0,4,0,0,8,39,1,0,7,0,4,0,84
1664,0,0,0,0,1,14,0,1,0,5,6,6,0,2,2,0,2,4,43
1665,4,14,5,9,58,6,0,15,2,0,3,10,0,1,32,1,7,4,171
1666,44,104,7,24,33,114,1,38,5,5,63,179,10,1,114,20,31,7,800
1667,92,123,8,33,85,74,1,102,9,0,41,142,57,2,306,16,102,3,1196
1668,4,7,0,0,1,2,0,3,1,0,4,26,0,1,5,1,7,1,63
1669,1,0,0,1,0,25,0,0,0,2,8,13,0,1,2,0,3,3,59
1670,2,4,3,6,5,25,0,3,0,2,14,32,1,4,2,1,5,2,111
1671,24,76,20,31,101,249,11,65,15,21,99,273,7,53,68,30,31,41,1215
1672,3,6,2,2,8,18,1,5,0,2,5,13,0,0,20,0,5,3,93
1673,1,6,12,2,45,30,0,33,0,8,6,9,1,3,32,3,6,13,210
1674,0,1,1,0,1,20,0,0,0,2,6,8,0,1,0,0,0,4,44
1675,34,121,47,172,176,92,0,132,2,60,36,54,7,27,273,13,32,82,1360
1676,43,191,40,132,143,365,2,146,3,83,86,144,12,45,205,24,24,139,1827
1677,3,11,1,2,4,17,1,6,1,4,2,15,0,1,11,2,1,5,87
1678,8,33,9,16,28,45,0,16,2,11,13,33,0,2,26,7,7,9,265
1679,4,24,2,8,12,29,0,7,2,6,9,21,2,1,20,2,1,5,155
1680,101,325,54,262,200,640,31,181,20,82,215,631,21,66,305,70,57,177,3438
1681,7,14,10,17,23,45,0,22,3,5,9,46,2,5,30,1,9,8,256
1682,4,3,1,7,7,6,0,4,0,0,4,11,0,0,8,2,2,0,59
1683,7,13,10,27,16,70,0,22,3,6,34,70,1,5,26,4,5,9,328
1684,2,10,2,4,5,35,0,5,0,5,7,27,0,3,8,2,3,8,126
1685,22,47,7,22,29,171,9,26,8,4,51,218,9,9,48,15,30,5,730
1686,1,5,1,0,5,13,0,4,0,0,3,10,0,1,6,0,1,2,52
1687,28,23,12,26,22,333,2,26,2,9,51,67,9,13,40,8,10,22,703
1688,3,18,2,19,34,45,0,29,3,23,17,24,0,22,30,3,4,23,299
1689,10,32,36,17,41,29,0,70,1,6,15,10,3,2,66,2,5,21,366
1690,11,28,3,11,11,59,0,9,2,8,23,58,3,4,22,4,0,10,266
1691,8,6,5,1,9,29,0,12,1,1,4,17,0,1,21,0,4,3,122
1692,20,28,2,12,18,45,4,14,6,2,29,128,3,6,27,9,24,4,381
1693,23,57,4,16,24,90,2,20,16,12,41,142,10,15,47,15,32,19,585
1694,39,89,15,33,59,162,0,81,10,21,82,100,4,10,140,14,28,20,907
1695,14,46,9,21,110,50,0,58,3,15,13,36,4,5,115,3,17,14,533
1696,42,79,4,9,56,46,0,55,0,1,32,163,8,4,187,11,33,2,732
1697,17,48,7,15,24,122,0,29,4,30,58,156,6,31,48,11,25,53,684
1698,69,129,29,62,104,289,36,96,18,57,109,402,23,54,169,35,60,67,1808
1699,24,44,6,9,20,151,11,19,21,10,56,153,7,36,22,22,30,15,656
1700,1,6,1,1,5,24,1,2,0,2,5,18,0,0,9,0,3,1,79
1701,28,78,8,30,34,154,2,32,12,26,100,330,16,32,68,15,35,30,1030
1702,3,10,5,6,14,35,0,12,1,8,9,27,2,3,17,1,7,10,170
1703,2,7,1,3,17,3,0,9,1,0,2,8,0,0,17,0,3,1,74
1704,6,5,3,4,9,14,0,11,0,2,3,7,0,0,15,2,4,2,87
1705,4,18,0,23,6,35,1,4,0,7,21,27,0,5,8,3,0,8,170
1706,21,30,4,7,10,153,3,9,28,10,31,58,2,7,14,7,1,13,408
1707,10,20,1,2,3,19,0,3,3,0,12,61,1,2,8,5,7,1,158
1708,1,7,0,6,4,10,0,4,3,1,1,5,0,0,6,2,1,1,52
1709,9,6,7,11,14,207,0,18,0,11,31,23,7,13,22,4,4,41,428
1710,9,10,2,3,8,32,0,13,1,21,11,18,0,7,18,1,2,19,175
1711,3,4,0,0,2,12,0,0,0,0,10,18,0,1,1,1,1,0,53
1712,42,104,11,37,52,165,6,46,8,12,61,227,15,12,96,19,34,18,965
1713,1,5,1,0,2,5,1,0,0,1,1,10,0,0,5,0,1,1,34
1714,17,32,21,7,75,145,0,51,4,17,45,60,3,7,83,13,9,19,608
1715,6,11,1,1,4,23,1,3,0,1,2,15,0,0,16,2,3,1,90
1716,14,43,7,19,26,61,0,12,1,18,32,86,1,10,28,11,13,28,410
1717,31,77,10,30,115,108,12,44,9,2,40,181,6,14,85,21,33,7,825
1718,16,12,0,3,3,10,0,3,1,0,3,14,0,0,7,2,1,0,75
1719,1,5,0,2,2,12,0,2,0,2,1,8,0,2,4,1,1,3,46
1720,2,11,2,6,8,13,0,6,0,0,1,23,1,2,13,1,3,2,94
1721,3,3,10,8,15,110,0,9,0,10,11,4,2,4,10,2,4,37,242
1722,4,39,4,147,85,27,0,23,2,2,3,15,1,1,41,4,6,3,407
1723,4,37,11,17,121,17,0,47,3,2,7,17,3,1,81,5,8,5,386
1724,16,24,5,4,12,45,0,14,1,4,56,104,1,3,31,5,13,3,341
1725,2,15,0,7,7,9,0,9,0,1,3,9,2,1,14,1,3,1,84
1726,35,103,52,21,99,61,0,115,0,7,34,65,10,5,331,8,32,35,1013
1727,64,63,17,26,83,260,15,96,7,18,61,120,12,27,189,5,30,33,1126
1728,0,3,1,6,3,14,0,5,1,32,5,2,1,15,8,1,2,28,127
1729,4,8,0,3,5,21,2,5,0,3,5,31,0,2,8,1,2,2,102
1730,2,3,0,5,4,10,0,3,0,0,1,8,0,2,4,0,1,2,45
1731,2,11,1,8,6,26,5,3,1,0,10,33,0,3,7,2,2,0,120
1732,2,8,0,2,4,11,0,3,0,0,2,20,0,0,9,0,4,0,65
1733,87,199,17,174,113,251,16,72,9,24,58,270,11,15,169,44,30,28,1587
1734,9,1,0,0,2,13,0,3,1,0,9,70,2,0,6,3,13,0,132
1735,7,5,1,1,3,72,0,2,0,5,12,17,0,2,8,2,2,7,146
1736,6,17,13,15,31,78,0,40,1,10,17,53,3,4,51,5,15,19,378
1737,48,182,24,125,122,296,1,114,4,20,96,166,9,14,236,27,34,52,1570
1738,1,15,0,4,10,30,1,5,0,6,2,23,0,4,13,1,0,7,122
1739,3,12,1,1,3,34,2,3,0,0,11,38,0,0,14,1,7,2,132
1740,10,14,1,5,8,15,1,8,7,1,8,28,2,7,9,6,6,1,137
1741,54,125,17,45,216,107,0,100,5,10,123,294,11,9,257,19,60,16,1468
1742,5,14,10,10,12,6,0,8,5,4,4,11,0,0,21,1,3,7,121
1743,5,23,8,12,16,30,4,9,9,4,6,21,6,4,24,5,4,7,197
1744,14,11,7,1,8,64,1,10,1,2,19,94,1,5,16,3,15,9,281
1745,4,25,2,9,12,6,0,7,0,1,9,33,1,1,23,4,6,1,144
1746,6,55,22,39,176,86,19,73,3,54,12,42,6,30,98,5,14,74,814
1747,6,14,4,9,17,51,0,16,3,9,7,29,2,7,16,6,4,15,215
1748,47,166,3,27,78,123,9,65,21,12,62,222,14,22,172,46,88,15,1192
1749,55,58,7,37,46,187,10,27,18,41,67,290,15,25,57,19,28,36,1023
1750,1,15,1,10,12,27,1,5,1,2,6,32,1,4,10,3,5,3,139
1751,0,3,0,0,5,6,0,4,0,1,3,7,0,2,8,0,3,1,43
1752,66,105,12,25,82,113,5,72,10,19,51,182,5,15,145,15,32,18,972
1753,29,73,24,7,37,68,40,41,3,6,28,82,4,7,125,7,23,12,616
1754,3,5,1,2,6,13,0,4,0,0,3,11,0,1,8,1,2,0,60
1755,17,47,16,22,18,173,0,32,3,33,101,115,2,47,40,25,15,48,754
1756,1,10,3,2,1,21,0,4,1,6,8,17,0,2,10,1,3,7,97
1757,30,144,31,21,125,86,0,75,9,40,105,91,1,20,137,15,32,50,1012
1758,37,71,11,12,28,146,7,26,7,6,77,242,1,13,48,23,19,13,787
1759,12,30,10,10,57,170,0,31,1,22,31,31,2,14,64,4,12,28,529
1760,0,2,3,2,6,38,0,6,0,2,56,21,6,6,7,1,3,3,162
1761,3,20,23,17,90,22,0,36,2,2,7,14,2,2,42,3,5,13,303
1762,9,25,1,5,19,13,2,14,1,0,8,28,1,1,54,2,8,0,191
1763,1,2,2,2,4,22,0,3,0,1,3,1,1,2,6,0,1,1,52
1764,26,117,31,85,103,269,0,134,3,30,54,74,11,23,251,14,23,81,1329
1765,4,24,0,26,19,32,1,10,1,7,6,34,1,3,20,2,5,5,200
1766,0,4,0,1,4,9,0,4,0,1,7,13,1,0,5,0,2,1,52
1767,66,58,3,11,50,120,3,32,9,9,31,123,4,6,75,9,26,10,645
1768,10,10,1,6,16,39,0,14,1,2,15,100,2,7,24,2,11,2,262
1769,2,17,1,7,7,30,0,6,1,3,10,24,1,1,14,2,2,4,132
1770,2,1,4,8,7,86,0,11,0,1,13,15,2,4,14,1,1,2,172
1771,3,9,3,3,19,2,0,6,2,0,1,5,0,0,16,2,3,2,76
1772,0,10,1,4,5,10,0,4,0,1,4,16,0,1,8,1,1,3,69
1773,8,10,0,1,3,11,0,3,1,2,8,46,0,0,7,2,7,3,112
1774,1,7,0,11,13,15,0,6,0,0,2,7,0,0,15,0,2,0,79
1775,28,29,10,7,24,41,5,16,5,0,8,75,1,4,39,4,28,3,327
1776,18,72,20,81,104,177,0,61,1,5,34,84,5,14,124,10,12,28,850
1777,5,11,0,4,12,9,2,3,5,0,1,29,0,0,10,6,7,0,104
1778,41,110,20,33,65,231,3,69,2,14,80,158,6,12,161,20,18,49,1092
1779,8,26,6,16,38,79,0,50,1,8,14,25,3,3,55,3,5,10,350
1780,39,93,20,47,95,210,1,84,6,42,73,199,20,42,170,24,45,67,1277
1781,4,14,33,63,22,28,0,22,0,4,7,12,0,3,23,2,5,20,262
1782,2,3,0,7,4,15,0,3,1,2,5,14,0,1,5,1,1,1,65
1783,1,3,2,0,4,11,0,3,0,0,2,10,0,0,4,1,0,1,42
1784,2,19,1,3,40,9,1,14,1,0,1,14,0,0,29,3,6,2,145
1785,5,13,3,4,10,15,0,11,1,3,4,14,1,0,20,2,3,2,111
1786,2,10,0,4,4,21,2,1,2,2,3,25,0,2,9,2,3,4,96
1787,2,8,0,1,5,14,0,3,3,0,2,8,0,0,5,2,2,0,55
1788,5,8,2,0,4,8,0,0,2,0,7,22,0,1,1,7,2,1,70
1789,5,11,0,3,3,24,2,3,1,2,5,26,0,0,9,1,4,0,99
1790,22,51,14,22,92,149,3,52,4,11,38,103,8,9,99,12,23,19,731
1791,35,19,5,4,12,45,11,8,5,4,15,67,2,5,25,8,9,5,284
1792,4,10,3,1,2,15,0,5,0,2,15,14,0,1,7,2,1,2,84
1793,37,66,7,13,41,75,0,42,2,9,37,138,6,7,116,7,27,17,647
1794,63,138,8,36,52,93,1,48,8,4,90,205,5,0,146,32,25,3,957
1795,1,4,2,0,10,16,0,3,1,0,3,6,0,0,7,0,3,2,58
1796,11,4,1,3,1,95,11,3,0,0,29,92,6,14,11,6,16,2,305
1797,15,25,2,13,15,49,3,12,16,4,21,80,3,9,14,11,21,5,318
1798,5,12,1,5,11,22,0,8,2,1,4,24,3,3,16,3,5,2,127
1799,11,22,4,2,5,22,1,3,2,0,15,57,1,1,8,3,4,2,163
1800,32,61,8,8,41,82,4,52,4,20,30,63,4,10,143,8,21,24,615
1801,1,2,1,3,5,5,0,4,0,1,2,11,1,0,6,0,2,3,47
1802,17,44,1,63,21,46,3,18,13,3,18,82,5,6,35,7,18,6,406
1803,28,86,3,51,58,81,0,44,1,9,29,53,9,4,152,10,14,11,643
1804,12,30,3,2,27,20,0,33,3,0,13,51,2,2,38,8,11,1,256
1805,34,27,21,11,37,76,0,36,2,10,21,52,4,8,52,6,15,23,435
1806,16,43,3,8,28,79,3,28,2,14,34,73,5,8,64,6,11,23,448
1807,41,50,10,24,36,71,0,44,0,2,17,66,1,1,83,5,17,7,475
1808,1,3,1,1,5,9,0,6,0,9,3,8,0,5,9,0,2,6,68
1809,2,13,2,5,4,19,0,4,1,2,7,22,0,1,7,3,1,1,94
1810,7,18,0,0,1,6,0,0,4,0,4,19,0,0,2,30,1,0,92
1811,2,8,0,3,5,9,0,3,1,1,3,10,0,1,4,1,2,0,53
1812,38,93,29,44,106,294,3,103,5,31,114,218,7,28,177,17,33,58,1398
1813,1,2,0,1,0,10,0,1,0,0,12,9,0,0,2,0,1,0,39
